"Date Range: Jan 1, 2026 - Aug 4, 2026"
"As of: 2026-08-04"
"Locations: All locations"
"Part #",Description,Category,Vendor,Location,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
AMMPB7546,"PETERBILT AIRBAG STUD MOUNT 8864 1/2X8","HD-Body Exterior",—,"Staging Lethbridge - 4310",1.00,$8.41,$18.28,$8.41,$18.28,$9.87,54.0%
115.1162,"LOCK RING","HD-Heavy Duty Brake Comp","Iview Commercial","Staging Lethbridge - 4310",24.00,$0.35,$0.76,$8.40,$18.24,$9.84,54.0%
2--84-6105PK,"3/16 RED SHRINK TUBE","HD-Shop Supply",—,"Staging Heavy Duty - 9919",7.00,$1.20,$4.80,$8.40,$33.60,$25.20,75.0%
2--B2057,"2057 LIGHT BULB","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",10.00,$0.84,$1.87,$8.40,$18.70,$10.30,55.1%
2--N400-050-025,"125-8B 1/2"" BRASS BARB X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$0.84,$1.87,$8.40,$18.70,$10.30,55.1%
3912883058,"HYDRAULIC PUMP OUTPUT SHAFT SEAL (391-288-3058)","HD-Equipment & Hydraulics","Luwick Commercial","Staging Heavy Duty - 9919",2.00,$4.20,$8.40,$8.40,$16.80,$8.40,50.0%
571.LG10A,"Marker Light, 2-1/2"", Amber, Incandescent","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",7.00,$1.20,$2.55,$8.40,$17.85,$9.45,52.9%
84-2025PK,"Male Terminal, Metri-Pack 280, 18-14 AWG","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",10.00,$0.84,$1.87,$8.40,$18.70,$10.30,55.1%
869-2-1,"1/8"" COMP X 1/16"" MNPT 90 AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",4.00,$2.10,$4.47,$8.40,$17.88,$9.48,53.0%
ABP-N83-MT0237,"ORING, GREEN HBR ORING #6 (70R5056)","HD-Cooling & HVAC","Enson Forestry","Staging Heavy Duty - 9919",21.00,$0.40,$0.87,$8.40,$18.27,$9.87,54.0%
B2057,"2057 LIGHT BULB","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",10.00,$0.84,$1.87,$8.40,$18.70,$10.30,55.1%
LNMC18,"M18x2.5 NYLOCK NUT",HD-Fasteners,"Gipoint Motors","Staging Heavy Duty - 9919",10.00,$0.84,$1.87,$8.40,$18.70,$10.30,55.1%
N400-025-025,"125-4B 1/4"" BRASS BARB X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",12.00,$0.70,$1.75,$8.40,$21.00,$12.60,60.0%
9439-11,"SWITCH ON/OFF/ON","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",1.00,$8.39,$16.45,$8.39,$16.45,$8.06,49.0%
PIC926-91,"RELAY /W 5 PIN CONNECTOR","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",1.00,$8.39,$16.45,$8.39,$16.45,$8.06,49.0%
TBC-375,"SS T BOLT CLAMP 3.50"" X 3.81""","HD-Hose & Fittings","Uivale Consulting","Staging Heavy Duty - 9919",1.00,$8.39,$16.45,$8.39,$16.45,$8.06,49.0%
SPI-129132,"Lock Washer","HD-Wheel Comp","Weriver Electrical","Staging Lethbridge - 4310",2.00,$4.19,$8.38,$8.38,$16.76,$8.38,50.0%
N245-050BR,"103-D 1/2"" BRASS COUPLING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",3.00,$2.79,$5.58,$8.37,$16.74,$8.37,50.0%
N60010-08,"BLACK HD SPIRAL WRAP (0.50-0.63"" ID)","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",9.00,$0.93,$2.07,$8.37,$18.63,$10.26,55.1%
2--577.1605A,"CIRCUIT BREAKER MINI BLADE 5A (0915003)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
2--577.1610A,"CIRCUIT BREAKER MINI BLADE 10A (091501, 3041910)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
2--577.1615A,"CIRCUIT BREAKER MINI BLADE 15A (091502, 3041915)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
2--577.1620A,"CIRCUIT BREAKER MINI BLADE 20A (091503, 3041920)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
2--577.1625A,"CIRCUIT BREAKER MINI BLADE 25A (091504, 3041925)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
2--577.1630A,"CIRCUIT BREAKER MINI BLADE 30A (091505)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
2--PC1468-8B,"1/2"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
3--577.1605A,"CIRCUIT BREAKER MINI BLADE 5A (0915003)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
3--577.1610A,"CIRCUIT BREAKER MINI BLADE 10A (091501, 3041910)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
3--577.1615A,"CIRCUIT BREAKER MINI BLADE 15A (091502, 3041915)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
3--577.1620A,"CIRCUIT BREAKER MINI BLADE 20A (091503, 3041920)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
3--577.1625A,"CIRCUIT BREAKER MINI BLADE 25A (091504, 3041925)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
3--577.1630A,"CIRCUIT BREAKER MINI BLADE 30A (091505)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
4--1492-6D,"3/8"" X 1/2"" BRASS MALE NPT FOR RUBBER DOT HOSE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.18,$10.45,$8.36,$20.90,$12.54,60.0%
4--PC1469S-4B," 1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90° ELBOW","HD-Hose & Fittings",—,"Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
577.1610A,"CIRCUIT BREAKER MINI BLADE 10A (091501, 3041910)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
577.1615A,"CIRCUIT BREAKER MINI BLADE 15A (091502, 3041915)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
577.1620A,"CIRCUIT BREAKER MINI BLADE 20A (091503, 3041920)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
577.1625A,"CIRCUIT BREAKER MINI BLADE 25A (091504, 3041925)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.18,$8.36,$8.36,$16.72,$8.36,50.0%
N400-038-025,"125-6B 3/8"" BRASS BARB X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",11.00,$0.76,$1.90,$8.36,$20.90,$12.54,60.0%
PATM-15,"15 AMP ATM FUSE","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",22.00,$0.38,$1.09,$8.36,$23.98,$15.62,65.1%
PATM-20,"20 AMP ATM FUSE","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",22.00,$0.38,$1.09,$8.36,$23.98,$15.62,65.1%
N221-025BR,"124-B 1/4"" BRASS EXTRUDED 45 STREET ELBOWv","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",5.00,$1.67,$3.55,$8.35,$17.75,$9.40,53.0%
PC1468-6A,"3/8"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",3.00,$2.78,$5.56,$8.34,$16.68,$8.34,50.0%
7443CP,"Bulb 7443","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",7.00,$1.19,$2.53,$8.33,$17.71,$9.38,53.0%
22P127-2,"GASKET 0.020",Uncategorized,"Eegate Partners","Staging Heavy Duty - 9919",8.00,$1.04,$4.16,$8.32,$33.28,$24.96,75.0%
3--N68031-08-08,"#08 BRASS PUSH-ON X #08 FEMALE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$2.08,$4.43,$8.32,$17.72,$9.40,53.1%
66013,"1/2"" SHACKLE","HD-Trailer Comp","Aiboro Rentals","Staging Lethbridge - 4310",2.00,$4.16,$9.04,$8.32,$18.08,$9.76,54.0%
N2403-06-04,"#06 MALE JIC X #04 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",13.00,$0.64,$1.60,$8.32,$20.80,$12.48,60.0%
SCMC14.60,"SOCKET HEAD CS M14 X 60MM",HD-Fasteners,—,"Staging Heavy Duty - 9919",8.00,$1.04,$2.21,$8.32,$17.68,$9.36,52.9%
LUC20710,"LUCAS 10/40 SEMI-SYN OIL",HD-Fluids,—,"Staging Lethbridge - 4310",1.00,$8.31,$13.62,$8.31,$13.62,$5.31,39.0%
PMAX-40,"40 AMP MAX FUSE","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",3.00,$2.77,$5.54,$8.31,$16.62,$8.31,50.0%
4--761708,"22-18GA SPADE TERMINAL","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",10.00,$0.83,$1.84,$8.30,$18.40,$10.10,54.9%
84-2003,"Weather Pack Cable Plug","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",10.00,$0.83,$1.84,$8.30,$18.40,$10.10,54.9%
3--981-11,"16G-10A ATM Add-A-Circuit","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",1.00,$8.28,$16.24,$8.28,$16.24,$7.96,49.0%
4--PC1466-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" FEMALE NPT","HD-Hose & Fittings",—,"Staging Heavy Duty - 9919",2.00,$4.14,$10.35,$8.28,$20.70,$12.42,60.0%
N60012-012,"0.364"" ID X 0.07"" 90D BUNA REP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",92.00,$0.09,$0.26,$8.28,$23.92,$15.64,65.4%
WWHOSE,"WINDSHEILD WASHER HOSE 7/64","HD-Hose & Fittings","Cuview Management","Staging Heavy Duty - 9919",12.00,$0.69,$1.73,$8.28,$20.76,$12.48,60.1%
179.1027,"SINGLE POLE PLUG (15335, 67011SG, 421127, 591161, 820852)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",1.00,$8.27,$16.22,$8.27,$16.22,$7.95,49.0%
179.1027,"SINGLE POLE PLUG (15335, 67011SG, 421127, 591161, 820852)","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",1.00,$8.27,$19.69,$8.27,$19.69,$11.42,58.0%
4--1464-6,"3/8"" BRASS TUBE ALL ENDS TEE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.13,$10.33,$8.26,$20.66,$12.40,60.0%
AP3924,"PLUG SPARK","HD-Engine Comp",—,"Staging Heavy Duty - 9919",2.00,$4.13,$7.65,$8.26,$15.30,$7.04,46.0%
148-6C,"3/8 Brass SAE Inverted Flare x 3/8 Male NPT Connector","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",5.00,$1.65,$3.51,$8.25,$17.55,$9.30,53.0%
9004C1,"HALOGEN HEADLIGHT","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",3.00,$2.75,$5.50,$8.25,$16.50,$8.25,50.0%
X002P7K60L,"SEAT BELT CLIP","HD-Truck Accessories",—,"Staging Lethbridge - 4310",3.00,$2.75,$5.98,$8.25,$17.94,$9.69,54.0%
209.2325,"SPINDLE NUT (1-1/2"" - 12)","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",2.00,$4.12,$8.96,$8.24,$17.92,$9.68,54.0%
NFF6505-08-08,"#08 FEMALE ORFS X 1/2"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.12,$8.24,$8.24,$16.48,$8.24,50.0%
132-11,"MIN FUSE HOLDER 12GA","HD-Lighting & Electrical","Baplains Solutions","Staging Heavy Duty - 9919",2.00,$4.11,$8.22,$8.22,$16.44,$8.22,50.0%
4--1469-10C,"5/8"" BRASS TUBE X 3/8"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.11,$8.22,$8.22,$16.44,$8.22,50.0%
DYN102287,"HITCH PIN 4'X5/8","HD-Steering & Suspension","Aiboro Rentals","Staging Lethbridge - 4310",2.00,$4.11,$8.93,$8.22,$17.86,$9.64,54.0%
N79L-150,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) - 1-1/2"" (38mm)OD","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",6.00,$1.37,$2.91,$8.22,$17.46,$9.24,52.9%
4--84-2418,"16-14GA SPADE TERMINAL ","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",10.00,$0.82,$1.82,$8.20,$18.20,$10.00,55.0%
4--84-2439PK,"12-10GA QUICK DISCONNECT","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",10.00,$0.82,$1.82,$8.20,$18.20,$10.00,55.0%
868-2.5-1,"5/32"" COMP X 1/16"" MNPT BRASS AIR SHIFT TRANSMISSION FITTING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",5.00,$1.64,$3.49,$8.20,$17.45,$9.25,53.0%
CS-DC-11A,"1.98 DUST CAP","HD-Trailer Comp","Wuboro Farms","Staging Lethbridge - 4310",4.00,$2.05,$4.46,$8.20,$17.84,$9.64,54.0%
N2406-08-08-000,"#08 FEMALE JIC X #08 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.10,$8.20,$8.20,$16.40,$8.20,50.0%
"GRO 43723EA","Light Mount","HD-Lighting & Electrical","Aiboro Rentals","Staging Lethbridge - 4310",1.00,$8.19,$11.37,$8.19,$11.37,$3.18,28.0%
N6400-04-08,"#04 MALE JIC X #08 MALE ORB ST","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",9.00,$0.91,$2.02,$8.19,$18.18,$9.99,55.0%
PAC-12015860-L,"TERMINAL, FEMALE 18 AWG","HD-Lighting & Electrical","Enson Forestry","Staging Heavy Duty - 9919",21.00,$0.39,$1.11,$8.19,$23.31,$15.12,64.9%
76-3330PK,"Deutsch Housing & Wedgelock- DT Series 6-Way","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",1.00,$8.18,$16.04,$8.18,$16.04,$7.86,49.0%
2--577.1705A,"CIRCUIT BREAKER ATC BLADE 5A","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
2--577.1710A,"CIRCUIT BREAKER ATC BLADE 10A (CB22110)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
2--577.1715A,"CIRCUIT BREAKER ATC BLADE 15A (CB22115)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
2--577.1720A,"CIRCUIT BREAKER ATC BLADE 20A (CB22120)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
2--577.1725A,"CIRCUIT BREAKER ATC BLADE 25A (CB22125)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
2--577.1730A,"CIRCUIT BREAKER ATC BLADE 30A (CB22130)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
3--577.1705A,"CIRCUIT BREAKER ATC BLADE 5A","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
3--577.1710A,"CIRCUIT BREAKER ATC BLADE 10A (CB22110)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
3--577.1715A,"CIRCUIT BREAKER ATC BLADE 15A (CB22115)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
3--577.1720A,"CIRCUIT BREAKER ATC BLADE 20A (CB22120)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
3--577.1725A,"CIRCUIT BREAKER ATC BLADE 25A (CB22125)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
3--577.1730A,"CIRCUIT BREAKER ATC BLADE 30A (CB22130)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
571.LG267A,"Low-Profile Clearance Marker Light, Amber, Built-in Reflector, w/ Bezel, Incandescent","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
572.2001,"COOLANT SURGE TANK CAP 20LB ","HD-Cooling & HVAC","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.87,$8.16,$17.74,$9.58,54.0%
572.2003,"RADIATOR CAP 7LB ","HD-Cooling & HVAC","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.87,$8.16,$17.74,$9.58,54.0%
572.2003,"RADIATOR CAP 7LB ","HD-Cooling & HVAC",—,"Staging Lethbridge - 4310",2.00,$4.08,$8.87,$8.16,$17.74,$9.58,54.0%
577.1705A,"CIRCUIT BREAKER ATC BLADE 5A","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
577.1710A,"CIRCUIT BREAKER ATC BLADE 10A (CB22110)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
577.1725A,"CIRCUIT BREAKER ATC BLADE 25A (CB22125)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
577.1730A,"CIRCUIT BREAKER ATC BLADE 30A (CB22130)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
ABP-N83-MT1000,"GASKET/ORING KIT, SUCTION","HD-Cooling & HVAC","Enson Forestry","Staging Heavy Duty - 9919",2.00,$4.08,$8.87,$8.16,$17.74,$9.58,54.0%
CS-DC-11A,"1.98 DUST CAP ","HD-Trailer Comp","Wuboro Farms","Staging Lethbridge - 4310",4.00,$2.04,$4.43,$8.16,$17.72,$9.56,54.0%
N245-075BR,"103-E 3/4"" CAST BRASS COUPLING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.08,$8.16,$8.16,$16.32,$8.16,50.0%
N6801-08-08,"#08 MALE JIC X #08 MALE ORB 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$2.04,$4.34,$8.16,$17.36,$9.20,53.0%
4992509,"O-Ring Seal, Intake Connection","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,$8.15,$15.09,$8.15,$15.09,$6.94,46.0%
572.2031,"RADIATOR CAP 16LB ","HD-Cooling & HVAC",—,"Staging Lethbridge - 4310",1.00,$8.15,$17.72,$8.15,$17.72,$9.57,54.0%
84-4002PK,"1/2 BLACK SHRINK TUBE","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",5.00,$1.63,$3.47,$8.15,$17.35,$9.20,53.0%
1895CP,"Bulb 1895","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",22.00,$0.37,$1.06,$8.14,$23.32,$15.18,65.1%
4--1471-8D,"1/2"" BRASS TUBE X 1/2"" MALE NP","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",2.00,$4.07,$10.18,$8.14,$20.36,$12.22,60.0%
H1C1,"H1 Replacement Bulb","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",2.00,$4.07,$8.14,$8.14,$16.28,$8.14,50.0%
N250-025-013BR,"119-BA 1/4"" X 1/8"" BRASS REDUCER COUPLING","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",11.00,$0.74,$1.85,$8.14,$20.35,$12.21,60.0%
PH-QDCR601-6,"DRAIN VALVE","HD-Air Brakes & Air Suspension","Enson Forestry","Staging Heavy Duty - 9919",2.00,$4.07,$8.85,$8.14,$17.70,$9.56,54.0%
217-5701,"CAT BULK SEAL","HD-Engine Comp",—,"Staging Lethbridge - 4310",1.00,$8.11,$15.02,$8.11,$15.02,$6.91,46.0%
5295436,"Intake Connection Gasket","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",1.00,$8.11,$15.02,$8.11,$15.02,$6.91,46.0%
2--1460-4,"1/4"" BRASS TUBE SLEEVE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",10.00,$0.81,$1.80,$8.10,$18.00,$9.90,55.0%
25520,"WHEEL BEARING CUP/RACE","HD-Wheel Comp","Wuboro Farms","Staging Heavy Duty - 9919",3.00,$2.70,$5.40,$8.10,$16.20,$8.10,50.0%
571.LG11R,"2-1/2"" REFLEX MARKER LIGHT (10205R, 143R, 45832, MC57RB, 31059)","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",6.00,$1.35,$2.87,$8.10,$17.22,$9.12,53.0%
N2403-04-04,"#04 MALE JIC X #04 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",18.00,$0.45,$1.13,$8.10,$20.34,$12.24,60.2%
5271480,"SEAL O RING","HD-Engine Comp",—,"Staging Lethbridge - 4310",1.00,$8.09,$17.59,$8.09,$17.59,$9.50,54.0%
6815-04-06-NWO-FG,"90 DEGREE ELBOW","HD-Hose & Fittings","Aiboro Rentals","Staging Lethbridge - 4310",1.00,$8.09,$15.86,$8.09,$15.86,$7.77,49.0%
334-112,"LOCK PIN","HD-Air Brakes & Air Suspension","Wuboro Farms","Staging Lethbridge - 4310",2.00,$4.04,$8.78,$8.08,$17.56,$9.48,54.0%
N2404-08-06,"#08 MALE JIC X 3/8"" MALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",8.00,$1.01,$2.15,$8.08,$17.20,$9.12,53.0%
3--9586-11,"30A LoPro Mini JCase Fuse Link","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",3.00,$2.69,$5.38,$8.07,$16.14,$8.07,50.0%
KP155,"5TH WHEEL SLIDER 54"" COILED","HD-Trailer Comp",—,"Staging Lethbridge - 4310",1.00,$8.06,$17.52,$8.06,$17.52,$9.46,54.0%
N79L-038," CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 3/8"" (9mm) OD","HD-Hose & Fittings",—,"Staging Lethbridge - 4310",13.00,$0.62,$1.55,$8.06,$20.15,$12.09,60.0%
3946656,"HIGH SIDE SCHRADER VALVE VOLVO",Uncategorized,"Boharbor Partners","Staging Heavy Duty - 9919",1.00,$8.05,$32.20,$8.05,$32.20,$24.15,75.0%
571.LG15W,"UTILITY LIGHT 1 IN X 2-1/2 IN","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",4.00,$2.01,$4.28,$8.04,$17.12,$9.08,53.0%
N201-025-013BR,"122-BA 1/4"" X 1/8"" BRASS REDUCER NIPPLE","HD-Hose & Fittings","Humoor Energy","Staging Lethbridge - 4310",12.00,$0.67,$1.68,$8.04,$20.16,$12.12,60.1%
PMAX-30,"30 AMP MAX FUSE","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",3.00,$2.68,$5.36,$8.04,$16.08,$8.04,50.0%
577.3005,"TOGGLE SWITCH ON/OFF/ON (34577, 5502107)","HD-Lighting & Electrical","Iview Commercial","Staging Lethbridge - 4310",2.00,$4.01,$8.02,$8.02,$16.04,$8.02,50.0%
572.2009,"COOLANT RESERVIOR CAP ","HD-Cooling & HVAC",—,"Staging Lethbridge - 4310",1.00,$8.01,$17.41,$8.01,$17.41,$9.40,54.0%
PIC-4539-PR,"2/0 TUBE LUG W/ 3/8 RING","HD-Lighting & Electrical","Reson Farms","Staging Lethbridge - 4310",3.00,$2.67,$6.68,$8.01,$20.04,$12.03,60.0%
1560A,"Signal-Stat, LED, Yellow Rectangular, 3 Diode, Marker Clearance Light, P2, PL-10, 12V","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",1.00,$8.00,$15.69,$8.00,$15.69,$7.69,49.0%
2--1462-4,"1/4"" BRASS TUBE UNION COUPLING FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",5.00,$1.60,$3.40,$8.00,$17.00,$9.00,52.9%
2--PATC-1,"1 AMP ATC FUSE","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",20.00,$0.40,$1.14,$8.00,$22.80,$14.80,64.9%
2--PATC-2,"2 AMP ATC FUSE","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",20.00,$0.40,$1.14,$8.00,$22.80,$14.80,64.9%
2--PC1468-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$2.00,$4.26,$8.00,$17.04,$9.04,53.1%
3--1474-4A,"1/4"" BRASS TUBE X 1/8"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",4.00,$2.00,$4.26,$8.00,$17.04,$9.04,53.1%
