"Date Range: Aug 1, 2026 - Aug 31, 2026"
"As of: 2026-08-06"
"Locations: Staging Heavy Duty - 9919"
"Part #",Description,Category,Vendor,Qty,"Unit Cost","Unit Sell","Total Cost","Total Sell",Margin,"Margin %"
84-6106PK,"1/8 RED SHRINK TUBE","HD-Shop Supply",—,2.00,$1.84,$7.36,$3.68,$14.72,$11.04,75.0%
MFL114,"Alignment Shim, 1/8"" (A6813281384, 334-1318)","HD-Steering & Suspension","Wuboro Farms",4.00,$0.92,$2.00,$3.68,$8.00,$4.32,54.0%
NFF2403-08-06,"#08 MALE ORFS X #06 MALE ORFS STRAIGHT","HD-Hose & Fittings","Humoor Energy",2.00,$1.84,$3.91,$3.68,$7.82,$4.14,52.9%
572.2011,"RADIATOR CAP 16LB (05-17223-003, 31528, 3589278C3)","HD-Cooling & HVAC","Iview Commercial",1.00,$3.66,$7.96,$3.66,$7.96,$4.30,54.0%
3--1490-6,"3/8"" BRASS SLEEVE FOR RUBBER DOT HOSE","HD-Hose & Fittings","Humoor Energy",5.00,$0.73,$1.83,$3.65,$9.15,$5.50,60.1%
2--N79-150,"CUSHIONED TUBE SUPPORT 1-1/2"" (38mm) OD",HD-Fasteners,"Humoor Energy",4.00,$0.91,$2.02,$3.64,$8.08,$4.44,55.0%
4--1474-4B,"1/4"" BRASS TUBE X 1/4"" MALE NPT 45 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.82,$4.55,$3.64,$9.10,$5.46,60.0%
N79-088,"CUSHIONED TUBE SUPPORT FOR 7/8"" (22mm) OD",HD-Fasteners,"Humoor Energy",11.00,$0.33,$0.94,$3.63,$10.34,$6.71,64.9%
2--B1156,"1156 LIGHT BULB","HD-Lighting & Electrical",—,6.00,$0.60,$1.50,$3.60,$9.00,$5.40,60.0%
2--B53,"53 MINI LIGHT BULB","HD-Lighting & Electrical",—,10.00,$0.36,$1.03,$3.60,$10.30,$6.70,65.1%
4--84-6105PK,"3/16 RED SHRINK TUBE","HD-Shop Supply",—,3.00,$1.20,$4.80,$3.60,$14.40,$10.80,75.0%
571.LG26A,"MARKER LIGHT 2"" X 4"" (46793)","HD-Lighting & Electrical","Iview Commercial",2.00,$1.80,$3.83,$3.60,$7.66,$4.06,53.0%
DX07-112,"BACKING PLATE STUD 3/8""",HD-Fasteners,"Wuboro Farms",4.00,$0.90,$2.00,$3.60,$8.00,$4.40,55.0%
N410-025-038PP,"1/4"" BLACK POLYPROPYLENE 90 HOSE BARB X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",4.00,$0.90,$2.00,$3.60,$8.00,$4.40,55.0%
NL560-02,"1/8 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",10.00,$0.36,$1.03,$3.60,$10.30,$6.70,65.1%
1978418,GASKET,"HD-Engine Comp",—,1.00,$3.59,$6.65,$3.59,$6.65,$3.06,46.0%
2--54-4B,"1/4"" BRASS MALE SAE X 1/4"" MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",2.00,$1.79,$3.81,$3.58,$7.62,$4.04,53.0%
4--84-4002PK,"1/2 BLACK SHRINK TUBE","HD-Lighting & Electrical",—,2.00,$1.79,$4.48,$3.58,$8.96,$5.38,60.0%
3--1472-6C,"3/8"" BRASS TUBE X 3/8"" MALE NPT BRANCH TEE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,$0.89,$1.98,$3.56,$7.92,$4.36,55.1%
ABP-N83-MT0115,"ORING, GREEN .859 I.D. X .139","HD-Cooling & HVAC","Enson Forestry",4.00,$0.89,$1.93,$3.56,$7.72,$4.16,53.9%
ABP-N83-MT1709,"ORING, AC .827 I.D. x 0.098","HD-Cooling & HVAC","Enson Forestry",4.00,$0.89,$1.93,$3.56,$7.72,$4.16,53.9%
BLSVG30,"EGR GASKET","HD-Engine Comp",—,1.00,$3.55,$6.57,$3.55,$6.57,$3.02,46.0%
2--N226-038BR,"X101-C 3/8"" BRASS EXTRUDED TEE","HD-Hose & Fittings","Humoor Energy",1.00,$3.51,$7.02,$3.51,$7.02,$3.51,50.0%
571.LG10R,"Marker Light, 2.5"", Red, Incandescent","HD-Lighting & Electrical","Iview Commercial",3.00,$1.17,$2.49,$3.51,$7.47,$3.96,53.0%
1461-4,"1/4"" BRASS TUBE NUT FOR NYLON","HD-Hose & Fittings","Humoor Energy",10.00,$0.35,$1.00,$3.50,$10.00,$6.50,65.0%
4--58-10,"5/8"" BRASS SAE SEALING PLUG","HD-Hose & Fittings","Humoor Energy",2.00,$1.74,$4.35,$3.48,$8.70,$5.22,60.0%
N60012-920," 1.475"" ID X 0.116"" 90D BUNA REPLACEMENT O-RING #20 ORB","HD-Hose & Fittings","Humoor Energy",6.00,$0.58,$1.45,$3.48,$8.70,$5.22,60.0%
NFF2408-04,"#04 MALE ORFS PLUG","HD-Hose & Fittings","Humoor Energy",6.00,$0.58,$1.45,$3.48,$8.70,$5.22,60.0%
572.2051,"WINDSHEILD WASHER CAP IHC ","HD-Body Exterior","Iview Commercial",1.00,$3.47,$7.54,$3.47,$7.54,$4.07,54.0%
1468-4A,"1/4"" BRASS TUBE X 1/8"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",3.00,$1.15,$2.45,$3.45,$7.35,$3.90,53.1%
10225-14,"25A MICRO- 2 BLADE FUSE CLEAR","HD-Lighting & Electrical","Baplains Solutions",4.00,$0.86,$1.91,$3.44,$7.64,$4.20,55.0%
3--N150-038BR,"3/8"" BRASS HOSE MENDER","HD-Hose & Fittings","Humoor Energy",4.00,$0.86,$1.91,$3.44,$7.64,$4.20,55.0%
N150-038BR,"3/8"" BRASS HOSE MENDER","HD-Hose & Fittings","Humoor Energy",4.00,$0.86,$1.91,$3.44,$7.64,$4.20,55.0%
4--105118,"1/0 COPPER LUG, 3/8"" HOLE ","HD-Lighting & Electrical","Aiboro Rentals",2.00,$1.71,$3.64,$3.42,$7.28,$3.86,53.0%
5516P,"MARINE/POST ADAPTER TERMINAL, POS.",HD-Batteries,"Aiboro Rentals",1.00,$3.42,$5.80,$3.42,$5.80,$2.38,41.0%
4--1461-8,"1/2"" BRASS TUBE NUT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",10.00,$0.34,$0.97,$3.40,$9.70,$6.30,65.0%
4--1469-6A,"3/8"" BRASS TUBE X 1/8"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.70,$4.25,$3.40,$8.50,$5.10,60.0%
N6801-08-12,"#08 MALE JIC X #12 MALE ORB 90","HD-Hose & Fittings","Humoor Energy",1.00,$3.40,$6.80,$3.40,$6.80,$3.40,50.0%
N79L-200,"CUSHIONED TUBE SUPPORT (0.38"" SCREW HOLE) FOR 2"" (51MM)","HD-Hose & Fittings","Humoor Energy",2.00,$1.70,$3.62,$3.40,$7.24,$3.84,53.0%
DER66466,"ROUND 3/8"" LOCK PIN",HD-Fasteners,"Baplains Solutions",3.00,$1.13,$2.40,$3.39,$7.20,$3.81,52.9%
N2503-08-08,"#08 MALE JIC X 1/2"" MALE NPT 45","HD-Hose & Fittings","Humoor Energy",2.00,$1.69,$3.60,$3.38,$7.20,$3.82,53.1%
2--N79-063,"CUSHIONED TUBE SUPPORT FOR 5/8"" (16mm) OD",HD-Fasteners,"Humoor Energy",12.00,$0.28,$0.80,$3.36,$9.60,$6.24,65.0%
23-13144-603,"CONNECTOR-PLUG, ELECTRICAL-6 CAV","HD-Lighting & Electrical","Enson Forestry",1.00,$3.36,$6.72,$3.36,$6.72,$3.36,50.0%
571LG40A,"F/P/T Light, 4"", Amber, Incandescent","HD-Lighting & Electrical",—,1.00,$3.36,$6.72,$3.36,$6.72,$3.36,50.0%
4--PC1462-4," 1/4"" BRASS DOT TUBE PUSH-IN UNION COUPLING","HD-Hose & Fittings",—,1.00,$3.35,$6.70,$3.35,$6.70,$3.35,50.0%
ABP-N83-MT0268,"ORING, GREEN, .724ID X .103","HD-Cooling & HVAC","Enson Forestry",5.00,$0.67,$1.46,$3.35,$7.30,$3.95,54.1%
ABP-N83-MT0303,"ORING, GREEN, .799ID X .103","HD-Cooling & HVAC","Enson Forestry",5.00,$0.67,$1.46,$3.35,$7.30,$3.95,54.1%
FUL-4302156,"GASKET,SHIFT HOUSING","HD-Drive Train",—,1.00,$3.35,$7.28,$3.35,$7.28,$3.93,54.0%
2--84-4000PK,"1/4 BLACK SHRINK TUBE","HD-Lighting & Electrical",—,3.00,$1.11,$2.36,$3.33,$7.08,$3.75,53.0%
209.1308,"SPINDLE NUT (E-572, R000572, 1227B756, A-1985)","HD-Steering & Suspension","Iview Commercial",1.00,$3.33,$7.24,$3.33,$7.24,$3.91,54.0%
3--N400-038-038,"125-6C 3/8"" BRASS BARB X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",3.00,$1.11,$2.36,$3.33,$7.08,$3.75,53.0%
4--84-4000PK,"1/4 BLACK SHRINK TUBE","HD-Lighting & Electrical",—,3.00,$1.11,$2.78,$3.33,$8.34,$5.01,60.1%
N400-038-038,"125-6C 3/8"" BRASS BARB X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",3.00,$1.11,$2.36,$3.33,$7.08,$3.75,53.0%
4--1469-8B,"1/2"" BRASS TUBE X 1/4"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",1.00,$3.32,$8.30,$3.32,$8.30,$4.98,60.0%
CS8SC-075-500,"3/4""X5"" NC BOLT (GR8, HEX)",HD-Fasteners,"Aiboro Rentals",1.00,$3.32,$6.64,$3.32,$6.64,$3.32,50.0%
179.1023,"PLUG 4 PIN (15410, 67041, 421131, 055054, 821021)","HD-Lighting & Electrical","Iview Commercial",1.00,$3.30,$6.60,$3.30,$6.60,$3.30,50.0%
2--B912,"HELLA MINIATURE BULB 912 12V","HD-Lighting & Electrical","Iview Commercial",10.00,$0.33,$0.94,$3.30,$9.40,$6.10,64.9%
2--PATC-15,"15 AMP ATC FUSE","HD-Lighting & Electrical","Aiboro Rentals",10.00,$0.33,$0.94,$3.30,$9.40,$6.10,64.9%
C-AGN7-229-566,O-RING,Uncategorized,—,1.00,$3.30,$13.20,$3.30,$13.20,$9.90,75.0%
N6400-06-10,"#06 MALE JIC X #10 MALE ORB ST","HD-Hose & Fittings","Humoor Energy",3.00,$1.10,$2.34,$3.30,$7.02,$3.72,53.0%
3--PC1462-4,"1/4"" BRASS DOT TUBE PUSH-IN UNION COUPLING","HD-Hose & Fittings","Humoor Energy",1.00,$3.29,$6.58,$3.29,$6.58,$3.29,50.0%
3--965-BP,"15A ATC/ATO Blade Fuse- Blue","HD-Lighting & Electrical",—,8.00,$0.41,$1.03,$3.28,$8.24,$4.96,60.2%
571.H3-55W,"HALOGEN CAPSULE H3 55W 12V","HD-Lighting & Electrical","Iview Commercial",2.00,$1.64,$3.49,$3.28,$6.98,$3.70,53.0%
BR155,"3/16"" INV/FLR NUT 9/16-18","HD-Light Duty Brake Comp",—,1.00,$3.26,$7.09,$3.26,$7.09,$3.83,54.0%
4--1490-8,"1/2"" BRASS SLEEVE FOR RUBBER DOT HOSE","HD-Hose & Fittings","Humoor Energy",4.00,$0.81,$2.31,$3.24,$9.24,$6.00,64.9%
2--54-6B,"3/8"" BRASS MALE SAE X 1/4"" MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",2.00,$1.61,$3.43,$3.22,$6.86,$3.64,53.1%
SPR-W78-50,"TUBING, W/W","HD-Hose & Fittings",—,1.00,$3.22,$6.44,$3.22,$6.44,$3.22,50.0%
52F1558,"Hose Clamp, #15",Uncategorized,—,3.00,$1.07,$4.28,$3.21,$12.84,$9.63,75.0%
2--B74,"MINIATURE BULB 74","HD-Lighting & Electrical","Iview Commercial",10.00,$0.32,$0.91,$3.20,$9.10,$5.90,64.8%
3--1462-4,"1/4"" BRASS TUBE UNION COUPLING FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.60,$3.40,$3.20,$6.80,$3.60,52.9%
4--76-2404PK,"22-18GA SEAMLESS BUTT CONNECTOR","HD-Lighting & Electrical",—,16.00,$0.20,$0.57,$3.20,$9.12,$5.92,64.9%
41002,"2"" Red Stick-On Reflector","HD-Lighting & Electrical","Zoburg Maintenance",2.00,$1.60,$3.40,$3.20,$6.80,$3.60,52.9%
N60012-222,"1.484"" ID X 0.139"" 90D BUNA REPLACEMENT O-RING #20 SAE FLNG","HD-Hose & Fittings","Humoor Energy",5.00,$0.64,$1.60,$3.20,$8.00,$4.80,60.0%
N6400-06-04,"#06 MALE JIC X #04 MALE ORB ST","HD-Hose & Fittings","Humoor Energy",5.00,$0.64,$1.60,$3.20,$8.00,$4.80,60.0%
2--48-6D,"3/8 BRASS MALE SAE X 1/2 MALE PIPE","HD-Hose & Fittings","Humoor Energy",2.00,$1.59,$3.38,$3.18,$6.76,$3.58,53.0%
4--56-10,"5/8"" BRASS FEMALE SAE SEALING CAP NUT","HD-Hose & Fittings","Humoor Energy",2.00,$1.59,$3.98,$3.18,$7.96,$4.78,60.1%
3--9590-11,"20A Compact JCase Fuse- Light Blue","HD-Lighting & Electrical",—,1.00,$3.17,$6.34,$3.17,$6.34,$3.17,50.0%
3--9591-11,"30A Compact JCase Fuse- Pink","HD-Lighting & Electrical",—,1.00,$3.17,$6.34,$3.17,$6.34,$3.17,50.0%
3--9592-11,"40A Compact JCase Fuse- Green","HD-Lighting & Electrical",—,1.00,$3.17,$6.34,$3.17,$6.34,$3.17,50.0%
3--9593-11,"50A Compact JCase Fuse- Red","HD-Lighting & Electrical",—,1.00,$3.17,$6.34,$3.17,$6.34,$3.17,50.0%
3--9594-11,"60A Compact JCase Fuse- Yellow","HD-Lighting & Electrical",—,1.00,$3.17,$6.34,$3.17,$6.34,$3.17,50.0%
4--1468-8D,"1/2"" BRASS TUBE X 1/2"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",1.00,$3.17,$7.93,$3.17,$7.93,$4.76,60.0%
1-82119-119-0,"ADJUSTER SCREW",HD-Fasteners,—,1.00,$3.15,$6.30,$3.15,$6.30,$3.15,50.0%
DN-58,"Deep Nut - 5/8""",HD-Fasteners,"Wuboro Farms",5.00,$0.63,$1.58,$3.15,$7.90,$4.75,60.1%
10415-11,"15A MICRO FUSE LINK GREY","HD-Lighting & Electrical",—,1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
10420-11,"20AMP MICRO FUSE LINK","HD-Lighting & Electrical","Baplains Solutions",1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
10425-11,"25A MICRO FUSE LINK WHITE","HD-Lighting & Electrical",—,1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
10430-11,"30A MICRO FUSE LINK PINK","HD-Lighting & Electrical","Baplains Solutions",1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
10440-11,"40A MICRO FUSE LINK GREEN","HD-Lighting & Electrical",—,1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
1171385,"SEAL, 0-RING","HD-Engine Comp",—,1.00,$3.13,$5.80,$3.13,$5.80,$2.67,46.0%
2033940,SEAL-O-RING,"HD-Engine Comp",—,1.00,$3.13,$5.80,$3.13,$5.80,$2.67,46.0%
3--10415-11,"15A Micro Fusable Link U/S- Grey","HD-Lighting & Electrical",—,1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
3--10425-11,"25A Micro Fusable Link U/S- White","HD-Lighting & Electrical",—,1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
3--10440-11,"40A Micro Fusable Link U/S- Green","HD-Lighting & Electrical",—,1.00,$3.13,$6.26,$3.13,$6.26,$3.13,50.0%
3--1461-4,"1/4"" BRASS TUBE NUT FOR NYLON","HD-Hose & Fittings","Humoor Energy",4.00,$0.78,$1.95,$3.12,$7.80,$4.68,60.0%
4--RT36000,"GLAD HAND SEAL, RUBBER","HD-Trailer Comp","Toshore Electrical",8.00,$0.39,$0.85,$3.12,$6.80,$3.68,54.1%
ABP-N83-MT3817,"ORING, YELLOW .737 I.D. X .118","HD-Cooling & HVAC","Enson Forestry",4.00,$0.78,$1.70,$3.12,$6.80,$3.68,54.1%
N2501-04-04,"#04 MALE JIC X 1/4"" MALE NPT 90","HD-Hose & Fittings","Humoor Energy",3.00,$1.04,$2.21,$3.12,$6.63,$3.51,52.9%
23-12497-281,"SEAL-CABLE,GT280S,YELLOW","HD-Lighting & Electrical","Enson Forestry",7.00,$0.44,$1.10,$3.08,$7.70,$4.62,60.0%
84-2902,"Non-Shrink Female Disconnect, 12-10 AWG.","HD-Lighting & Electrical","Aiboro Rentals",14.00,$0.22,$0.63,$3.08,$8.82,$5.74,65.1%
ABP-N83-MT1474,"ORING, GREEN, .545ID X .078","HD-Cooling & HVAC","Enson Forestry",4.00,$0.77,$1.67,$3.08,$6.68,$3.60,53.9%
N79-063,"CUSHIONED TUBE SUPPORT FOR 5/8"" (16mm) OD",HD-Fasteners,"Humoor Energy",11.00,$0.28,$0.80,$3.08,$8.80,$5.72,65.0%
PAC-12103881-L,"TERMINAL, FEMALE 16-18 AWG","HD-Lighting & Electrical","Enson Forestry",11.00,$0.28,$0.80,$3.08,$8.80,$5.72,65.0%
562.U3304,"4"" ROUND GUILLOTINE CLAMP",HD-Exhaust,"Iview Commercial",1.00,$3.07,$6.67,$3.07,$6.67,$3.60,54.0%
2--1461-8,"1/2"" BRASS TUBE NUT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",9.00,$0.34,$0.97,$3.06,$8.73,$5.67,65.0%
ABP-N83-MT0334,"ORING, GREEN, .351 I.D. X .072","HD-Cooling & HVAC","Enson Forestry",6.00,$0.51,$1.11,$3.06,$6.66,$3.60,54.1%
3--1469-4A,"1/4"" BRASS TUBE X 1/8"" MALE NPT 90 ELBOW FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.52,$3.23,$3.04,$6.46,$3.42,52.9%
3--1471-6C,"3/8"" BRASS TUBE X 3/8"" MALE NPT RUN TEE FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",4.00,$0.76,$1.90,$3.04,$7.60,$4.56,60.0%
4--1468-6B,"3/8"" BRASS TUBE X 1/4"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.52,$3.80,$3.04,$7.60,$4.56,60.0%
ABP-N83-MT1702,"ORING, GREEN, .682ID X .094","HD-Cooling & HVAC","Enson Forestry",4.00,$0.76,$1.65,$3.04,$6.60,$3.56,53.9%
3--N400-050-038,"125-8C 1/2"" BRASS BARB X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",3.00,$1.01,$2.15,$3.03,$6.45,$3.42,53.0%
1481-3,"3/16"" BRASS COMPRESSION INSERT (0.135"" TUBE ID) FOR POLY TUBE","HD-Hose & Fittings",—,25.00,$0.12,$0.34,$3.00,$8.50,$5.50,64.7%
4--1468-4C,"1/4"" BRASS TUBE X 3/8"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.50,$3.19,$3.00,$6.38,$3.38,53.0%
46-4A,"#4 X 1/8NPT FLARE ADAPTER","HD-Hose & Fittings","Humoor Energy",4.00,$0.75,$1.88,$3.00,$7.52,$4.52,60.1%
DDE-N000000001067,"SEAL RING",HD-Exhaust,—,5.00,$0.60,$1.30,$3.00,$6.50,$3.50,53.9%
DPF2420,"Diesel Particulate Filter Kit, Cummins ",HD-Emissions,—,1.00,$3.00,$5.56,$3.00,$5.56,$2.56,46.0%
N5405-08-08,"1/2"" MALE NPT X 1/2"" FEMALE NPT STRAIGHT","HD-Hose & Fittings","Humoor Energy",2.00,$1.50,$3.19,$3.00,$6.38,$3.38,53.0%
B67,"67 LIGHT BULB","HD-Lighting & Electrical",—,9.00,$0.33,$0.94,$2.97,$8.46,$5.49,64.9%
N64-20,"HF-20-SS  GEAR CLAMP 0.83"" - 1.73"" (21-44mm)","HD-Hose & Fittings",—,3.00,$0.99,$2.20,$2.97,$6.60,$3.63,55.0%
PAC-12191235-B,"SEAL CABLE FEMALE GT","HD-Lighting & Electrical",—,27.00,$0.11,$0.31,$2.97,$8.37,$5.40,64.5%
N79-050,"CUSHIONED TUBE SUPPORT FOR 1/2"" (12.7mm) OD",HD-Fasteners,"Humoor Energy",8.00,$0.37,$1.06,$2.96,$8.48,$5.52,65.1%
PAC-15326654-B,"CONNECTOR-FEMALE, 8 CAV, GT","HD-Lighting & Electrical",—,1.00,$2.96,$5.92,$2.96,$5.92,$2.96,50.0%
PAC-12162188-B,PLUG,"HD-Lighting & Electrical",—,1.00,$2.95,$5.90,$2.95,$5.90,$2.95,50.0%
895-PK,"Battery Nut & Bolt","HD-Lighting & Electrical",—,7.00,$0.42,$1.05,$2.94,$7.35,$4.41,60.0%
N2403-08-06,"#08 MALE JIC X #06 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",3.00,$0.98,$2.18,$2.94,$6.54,$3.60,55.1%
NFF6403-06-06,"#06 MALE ORFS X #06 MALE JIC STRAIGHT","HD-Hose & Fittings","Humoor Energy",2.00,$1.47,$3.13,$2.94,$6.26,$3.32,53.0%
2--58-6,"3/8"" BRASS SAE SEALING PLUG","HD-Hose & Fittings","Humoor Energy",4.00,$0.73,$1.83,$2.92,$7.32,$4.40,60.1%
3--PIC131-11,"MINI FUSE HOLDER 16GA","HD-Lighting & Electrical",—,1.00,$2.92,$5.84,$2.92,$5.84,$2.92,50.0%
4--1468-6A,"3/8"" BRASS TUBE X 1/8"" MALE NPT FOR NYLON DOT","HD-Hose & Fittings","Humoor Energy",2.00,$1.46,$3.65,$2.92,$7.30,$4.38,60.0%
4--1490-6,"3/8"" BRASS SLEEVE FOR RUBBER DOT HOSE","HD-Hose & Fittings","Humoor Energy",4.00,$0.73,$2.09,$2.92,$8.36,$5.44,65.1%
58-6,"3/8"" BRASS SAE SEALING PLUG","HD-Hose & Fittings","Humoor Energy",4.00,$0.73,$1.83,$2.92,$7.32,$4.40,60.1%
48-6B,"3/8"" BRASS MALE SAE X 1/4"" MALE NPT CONNECTOR","HD-Hose & Fittings","Humoor Energy",3.00,$0.97,$2.16,$2.91,$6.48,$3.57,55.1%
104.1172,"ACCELERATOR PEDAL SPRING FREIGHTLINER","HD-Body Interior","Iview Commercial",1.00,$2.89,$6.28,$2.89,$6.28,$3.39,54.0%
3--N400-025-038,"125-4C 1/4"" BRASS BARB X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",3.00,$0.96,$2.13,$2.88,$6.39,$3.51,54.9%
76-2164,"Male Terminal, Metri-Pack 150, 20-18 AWG","HD-Lighting & Electrical",—,4.00,$0.72,$1.80,$2.88,$7.20,$4.32,60.0%
UND-19210-02M,"BREAKER 10AMP 2 BLADE","HD-Lighting & Electrical","Enson Forestry",1.00,$2.88,$5.76,$2.88,$5.76,$2.88,50.0%
3--9584-11,"20A LoPro Mini JCase Fuse Link- Blue","HD-Lighting & Electrical",—,1.00,$2.87,$5.74,$2.87,$5.74,$2.87,50.0%
3--966-BP,"20A ATC/ATO Blade Fuse- Yellow","HD-Lighting & Electrical",—,7.00,$0.41,$1.03,$2.87,$7.21,$4.34,60.2%
2--48-8C,"1/2 BRASS MALE SAE X 3/8 MALE PIPE","HD-Hose & Fittings","Humoor Energy",2.00,$1.43,$3.04,$2.86,$6.08,$3.22,53.0%
15324981-B,"Cable Seal, Metri-Pack 280, 14-12 AWG, Blue","HD-Lighting & Electrical",—,19.00,$0.15,$0.43,$2.85,$8.17,$5.32,65.1%
3--9939-14,"2A LoPro ATM Blade Fuse- Light Grey","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9941-14,"3A LoPro ATM Blade Fuse- Violet","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9942-14,"4A LoPro ATM Blade Fuse- Pink","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9943-14,"5A LoPro ATM Blade Fuse- Tan","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9944-14,"7.5A LoPro ATM Blade Fuse- Brown","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9945-14,"10A LoPro ATM Blade Fuse- Red","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9946-14,"15A LoPro ATM Blade Fuse- Blue","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9947-14,"20A LoPro ATM Blade Fuse- Yellow","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9948-14,"25A LoPro ATM Blade Fuse- Clear","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
3--9949-14,"30A LoPro ATM Blade Fuse- Green","HD-Lighting & Electrical",—,5.00,$0.57,$1.43,$2.85,$7.15,$4.30,60.1%
B168,"168 MINI LIGHT BULB","HD-Lighting & Electrical",—,4.00,$0.71,$1.78,$2.84,$7.12,$4.28,60.1%
2--N227-013BR,"101M-A 1/8"" FORGED BRASS MALE NPT TEE","HD-Hose & Fittings","Humoor Energy",1.00,$2.83,$5.66,$2.83,$5.66,$2.83,50.0%
DER66461,"Round 1/4"" Lock Pin",HD-Fasteners,"Baplains Solutions",3.00,$0.94,$2.09,$2.82,$6.27,$3.45,55.0%
NGK7734,"SPARK PLUG","HD-Engine Comp",—,1.00,$2.81,$5.20,$2.81,$5.20,$2.39,46.0%
3--220-11,"20A Maxi Blade Fuse- Yellow","HD-Lighting & Electrical",—,1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
3--230-11,"30A Maxi Blade Fuse- Green","HD-Lighting & Electrical",—,1.00,$2.80,$0.00,$2.80,$0.00,-$2.80,—
3--240-11,"40A Maxi Blade Fuse- Orange","HD-Lighting & Electrical",—,1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
3--250-11,"50A Maxi Blade Fuse- Red","HD-Lighting & Electrical",—,1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
3--260-11,"60A Maxi Blade Fuse- Blue","HD-Lighting & Electrical",—,1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
3--270-11,"70A Maxi Blade Fuse- Brown","HD-Lighting & Electrical",—,1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
3--280-11,"80A Maxi Blade Fuse- White","HD-Lighting & Electrical",—,1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
3--N268-038BR,"121-C 3/8"" BRASS HEX HEAD PLUG (CORED)","HD-Hose & Fittings","Humoor Energy",4.00,$0.70,$1.75,$2.80,$7.00,$4.20,60.0%
4--N268-050BR,"121-D 1/2"" BRASS HEX HEAD PLUG (CORED)","HD-Hose & Fittings","Humoor Energy",2.00,$1.40,$3.50,$2.80,$7.00,$4.20,60.0%
ABP-N83-MT0054,"TEF SEAL, ROTOLOK, YORK/TECUM","HD-Cooling & HVAC","Enson Forestry",4.00,$0.70,$1.52,$2.80,$6.08,$3.28,54.0%
APTC67-4,"1/4"" Plug, Push To Connect","HD-Hose & Fittings","Uivale Consulting",1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
N9430-14,"14MM Banjo Bolt","HD-Hose & Fittings","Humoor Energy",1.00,$2.80,$5.60,$2.80,$5.60,$2.80,50.0%
