id,cid,testrail_link,rep,area,title,verdict,field,detail,field_title,field_title_vs_expected,field_references,field_section,field_notes,curated
WIP-SUM-05,C30491,https://shopview.testrail.io/index.php?/cases/view/30491,WIP,SUM,"The Estimates figure is the Estimates tab's total quoted value, shown muted",PARTLY OBSERVED,-,The on-screen Totals row was observed; the per-stage summary panel was not read.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-SUM-07,C30493,https://shopview.testrail.io/index.php?/cases/view/30493,WIP,SUM,Each summary figure's information icon reveals its plain explanation,PARTLY OBSERVED,-,The on-screen Totals row was observed; the per-stage summary panel was not read.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-TOT-01,C30494,https://shopview.testrail.io/index.php?/cases/view/30494,WIP,TOT,"Each tab has a Totals row pinned to the bottom, labeled ""Totals""",PARTLY OBSERVED,-,Totals row observed on screen and in the CSVs.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-TOT-02,C30495,https://shopview.testrail.io/index.php?/cases/view/30495,WIP,TOT,The Totals row sums each visible money column and the Inv. Hrs column,EDIT NEEDED,Expected,"CURRENT: item 2: ""The Totals row's Inv. Hrs shows the sum of the visible jobs' Inv. Hrs...""  ||  PROPOSED: Keep for the on-screen Totals row, but state that this cannot be checked in a download because Inv. Hrs is not an exportable column on this build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-FLT-01,C30498,https://shopview.testrail.io/index.php?/cases/view/30498,WIP,FLT,The Advisor filter lists the advisors in the loaded jobs; screen only,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-FLT-02,C30499,https://shopview.testrail.io/index.php?/cases/view/30499,WIP,FLT,"Customer filter is a type-ahead multi-select reading ""All customers""",PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-FLT-03,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,WIP,FLT,"Asset filter matches VIN, Unit #, or plate; ""All assets"" when empty",DEVIATION,Expected,CURRENT: asset identifier  ||  PROPOSED: NO CHANGE - same VIN-chain ruling.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-FLT-04,C30501,https://shopview.testrail.io/index.php?/cases/view/30501,WIP,FLT,The date range offers the presets plus Custom; This Week default; no All Time,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-FLT-05,C30502,https://shopview.testrail.io/index.php?/cases/view/30502,WIP,FLT,The date range filters on the WO's created date and reloads on change,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-FLT-06,C30503,https://shopview.testrail.io/index.php?/cases/view/30503,WIP,FLT,"Location filter: rightmost multi-select with All locations, reloads on change",PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-FLT-07,C30504,https://shopview.testrail.io/index.php?/cases/view/30504,WIP,FLT,The location scope never includes an inaccessible location,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-FLT-08,C30505,https://shopview.testrail.io/index.php?/cases/view/30505,WIP,FLT,"Advisor, customer and asset filters AND together and recompute strip and Totals",PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-FLT-09,C38916,https://shopview.testrail.io/index.php?/cases/view/38916,WIP,FLT,The Location column is automatic and never reads Multiple on a work-order row,PARTLY OBSERVED,-,Filter labels and option lists captured; the filtering BEHAVIOUR (does selecting X actually narrow the rows) was not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-PERS-01,C30506,https://shopview.testrail.io/index.php?/cases/view/30506,WIP,PERS,Column Selection toggles columns; Total is not offered at all,CORRECT AS IS,Expected,"Total is absent from the 16-item selector and always rendered; tooltip is ""Column Selection"".",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-PERS-02,C30507,https://shopview.testrail.io/index.php?/cases/view/30507,WIP,PERS,Toggling columns never reorders them (Total always last),CORRECT AS IS,Expected,Fixed order incl. Location matches the build.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-PERS-03,C30508,https://shopview.testrail.io/index.php?/cases/view/30508,WIP,PERS,"Remembers the date range, filter selections, location, columns",NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-PERS-04,C30509,https://shopview.testrail.io/index.php?/cases/view/30509,WIP,PERS,A saved setting that is no longer valid falls back to its default,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-01,C30510,https://shopview.testrail.io/index.php?/cases/view/30510,WIP,EXP,Work In Progress: a three-dot menu holds Download (PDF) and Download (CSV),PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-02,C30511,https://shopview.testrail.io/index.php?/cases/view/30511,WIP,EXP,"Downloads keep shown columns, honor filters, include the tab's Totals row",EDIT NEEDED,Expected,"CURRENT: item 1: ""Both downloads include only the columns currently shown, in the same left-to-right order as the screen, with Total last.""  ||  PROPOSED: Add: Inv. Hrs cannot be exported - the export endpoint rejects it, so if you turn Inv. Hrs on it will not appear in the file. Everything else matches, and the header words change to Unit and Branch (see the Unit/Branch case).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-EXP-03,C30512,https://shopview.testrail.io/index.php?/cases/view/30512,WIP,EXP,Downloaded money and Inv. Hrs values keep the on-screen formats,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-04,C30513,https://shopview.testrail.io/index.php?/cases/view/30513,WIP,EXP,Inv. Hrs green/red coloring appears on screen and in the PDF; not the CSV,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-05,C30514,https://shopview.testrail.io/index.php?/cases/view/30514,WIP,EXP,Days Open in a download is frozen at the moment the file is generated,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-06,C30515,https://shopview.testrail.io/index.php?/cases/view/30515,WIP,EXP,"The downloaded files are named ""wip-2-report.pdf"" and ""wip-2-report.csv""",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-07,C30516,https://shopview.testrail.io/index.php?/cases/view/30516,WIP,EXP,"Export headers read ""Unit"" and ""Branch"" — documented limitation, do not file",CORRECT AS IS,Expected,"Confirmed live: screen ""Asset""/""Location"", exports ""Unit""/""Branch"". Its open item 4 is answered - the export header still reads Unit and the cell carries the unit number.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
WIP-EXP-08,C30517,https://shopview.testrail.io/index.php?/cases/view/30517,WIP,EXP,The PDF shows the shop logo at the top when one is set,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-09,C30518,https://shopview.testrail.io/index.php?/cases/view/30518,WIP,EXP,"Export notifications: success caption, ""Empty export"" warning",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-EXP-10,C38918,https://shopview.testrail.io/index.php?/cases/view/38918,WIP,EXP,An over-cap Work In Progress download is refused with the too-large message,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-VIS-01,C30519,https://shopview.testrail.io/index.php?/cases/view/30519,WIP,VIS,Each tab uses an all-white table with no alternating row shading,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-VIS-02,C30520,https://shopview.testrail.io/index.php?/cases/view/30520,WIP,VIS,The summary strip is a bold band ruled top and bottom above the tabs,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-VIS-03,C30521,https://shopview.testrail.io/index.php?/cases/view/30521,WIP,VIS,The Total column is bold and stays pinned right on sideways scroll,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-VIS-04,C30522,https://shopview.testrail.io/index.php?/cases/view/30522,WIP,VIS,The Totals row stays visible while only the active tab's body scrolls,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-VIS-05,C30523,https://shopview.testrail.io/index.php?/cases/view/30523,WIP,VIS,The WO # link is keyboard-focusable and opens the work order,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-VIS-06,C30524,https://shopview.testrail.io/index.php?/cases/view/30524,WIP,VIS,Each summary figure's info icon is keyboard-reachable and screen-read,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
WIP-VIS-07,C30525,https://shopview.testrail.io/index.php?/cases/view/30525,WIP,VIS,In dark mode every table; strip; link and coloring stays legible,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
